sample_name,species,split,T(degrees),t(day),delta_L(mm),delta_R(mm),delta_T(mm),volume(mm^3)_change_rate(%),weight(g)_change_rate(%),density(g/cm^3)_change_rate(%),EMC(%),delta_EMC(%),L*,a*,b*,delta_E*ab
A577,Cinnamomun camphora,train,160,16.0,-0.021776714693787,-2.982432830745257,-5.513349251139561,-8.354342965791341,-19.73013735523835,-12.412802480319126,5.868300440877462,-37.75541457566254,40.02,10.12,15.19,30.464172399722266
A578,Cinnamomun camphora,test,160,16.0,-0.1037816180871328,-2.107256696321514,-4.214984370273296,-6.330681630506992,-16.43855327127254,-10.791016542784597,5.990795433199061,-36.45612015636127,43.45,9.99,15.26,29.21189826081147
A579,Cinnamomun camphora,not assigned,160,16.0,-0.2524291184374283,-2.9061055352422094,-4.865883396142762,-7.863864862630201,-20.08547641987204,-13.264732169436138,5.906283424939572,-37.3525321534102,38.23,9.75,14.09,27.683570940180395
A580,Cinnamomun camphora,train,140,0.5,-0.0213784647831488,-0.1518340306555086,-0.1648804616653111,-0.3377953632639348,-1.2384403481382744,-0.9036976335784904,8.375591575100426,-11.160781468484847,,,,
A581,Cinnamomun camphora,not assigned,140,0.5,-0.0065893516078017,-0.1665215996097233,-0.2962811606048213,-0.4688760548555423,-1.358389211497883,-0.8937035184417184,8.27111182793659,-12.268989647832964,,,,
A582,Cinnamomun camphora,test,140,0.5,-0.0578173307389436,-0.1592003240100141,0.0223164472216097,-0.1947730018460122,-1.2398774076196653,-1.047143959497211,8.528739460179544,-9.53635430913879,,,,
A583,Cinnamomun camphora,not assigned,140,0.5,-0.0098863022117963,-0.1994522550719859,-0.1457574180114455,-0.3547902442185405,-1.332343941503588,-0.9810343113140138,8.691408725631854,-7.8109346426831054,,,,
A584,Cinnamomun camphora,val,140,0.5,0.0115225782920883,-0.2010768801193403,0.041601664066558,-0.1480597636225209,-1.2030367275417198,-1.056541276435668,8.778549318162801,-6.88664146608684,,,,
A585,Cinnamomun camphora,train,140,1.0,0.0262905604432989,-0.0923030431007803,-0.1130640353581995,-0.1790769874516325,-1.3722930682464851,-1.1953566895437893,8.859305082198484,-6.030071645971242,,,,
A586,Cinnamomun camphora,test,140,1.0,0.0263790261907519,-0.0915988905424654,-0.0308800823468874,-0.0961103372512252,-1.4495004149055346,-1.3546920767780115,8.378798920643678,-11.126761415206442,,,,
A587,Cinnamomun camphora,val,140,1.0,0.0132556920121398,-0.1160218333122133,-0.5447553941465516,-0.6470011260891367,-1.3277107216807194,-0.685142475120931,8.680987404097626,-7.92147275248287,,,,
A588,Cinnamomun camphora,not assigned,140,1.0,-0.0675906892037265,-0.2030122600727351,-0.0506226587020249,-0.3209115619815461,-1.614437507943161,-1.297690384444019,8.714305286438456,-7.568072684709293,,,,
A589,Cinnamomun camphora,not assigned,140,1.0,-0.0231983311927222,-0.126061470150203,0.1725439447859378,0.0230545543033551,-1.424076917268639,-1.4467979187601556,8.839479946483104,-6.240355247844991,,,,
A590,Cinnamomun camphora,train,140,2.0,0.0591359580896013,-0.1526534060034133,0.0814332247557094,-0.0122540348216115,-1.9573176041221143,-1.945301947278492,8.429645476064525,-10.587436137928549,,,,
A591,Cinnamomun camphora,not assigned,140,2.0,0.008347323987918,-0.1459218404817542,-0.0103167234086396,-0.1479012222981574,-2.122951176035831,-1.977975403536272,8.403701022089754,-10.86262685080878,,,,
A592,Cinnamomun camphora,val,140,2.0,0.0955196622155893,-0.1193882093569563,-0.144657987187447,-0.1686139986817128,-1.6588086476540878,-1.4927115696387208,8.41786768790013,-10.712362178933835,,,,
A593,Cinnamomun camphora,test,140,2.0,0.0098705776895656,-0.0623124862171948,0.0406297613001478,-0.011845586125098,-1.4776889567747058,-1.4660170289593777,8.508511571453335,-9.7509098794368,,,,
A594,Cinnamomun camphora,not assigned,140,2.0,0.0197070284130382,-0.0116573045556055,-0.2234636871508224,-0.2154443690828967,-1.5140367472985137,-1.3013961629681925,8.436667818592076,-10.512950721965469,,,,
A595,Cinnamomun camphora,not assigned,140,4.0,0.0082181131656394,-0.1599342925385344,-0.6114338122898246,-0.762295181491378,-2.107947429571615,-1.35598888601993,8.12267505189386,-13.843446456851312,,,,
A596,Cinnamomun camphora,train,140,4.0,0.0246826354636342,-0.2973756225065958,-0.4198152812762296,-0.6914472720265433,-2.958677756053288,-2.283016338217242,8.086798802473712,-14.223982916126968,,,,
A597,Cinnamomun camphora,val,140,4.0,0.0131265284747201,-0.3231261292270508,-0.3818763546289507,-0.6906889234874417,-2.915138077000617,-2.2399200330766056,8.11854546360545,-13.887248663908538,,,,
A598,Cinnamomun camphora,test,140,4.0,0.0311767407372979,-0.2404006914640231,-0.4549684624133875,-0.6633015938272891,-2.4887729972475805,-1.837660635706068,7.992631328737818,-15.222809650068273,,,,
A599,Cinnamomun camphora,not assigned,140,4.0,0.0558928262006623,-0.2156977160518564,-0.4004517917650834,-0.5596829306210352,-2.484366358956893,-1.9355161820260625,8.062741448423946,-14.479157313607258,,,,
A600,Cinnamomun camphora,not assigned,140,8.0,-2.343421920931142e-05,-0.2382196450182966,-0.658995815899588,-0.895637899830575,-3.6376271107919735,-2.766769446727225,7.424892910198418,-21.24476487330321,,,,
A601,Cinnamomun camphora,train,140,8.0,0.0427815226349395,-0.482856156554206,-0.7499486336552149,-1.1869304861457235,-3.9943294097430986,-2.84112105555406,7.660124752776517,-18.74967985381715,,,,
A602,Cinnamomun camphora,not assigned,140,8.0,-0.0181311978773965,-0.4114422804005801,-0.9826468743466198,-1.4079268761619286,-4.074820944301512,-2.704978182971966,7.6055636100036335,-19.328405456978057,,,,
A603,Cinnamomun camphora,test,140,8.0,-0.0116409779465327,-0.4746574678193553,-0.4856375284149679,-0.9694637397993924,-3.872823147757993,-2.9317819710983644,7.620222997701923,-19.17291452411808,,,,
A604,Cinnamomun camphora,val,140,8.0,0.0561759065864593,-0.306429059294468,-0.5490444514834717,-0.7980975269567937,-3.466394553678862,-2.689763966419043,7.450473050081777,-20.97343841035576,,,,
A605,Cinnamomun camphora,train,140,16.0,0.04280259320345,-0.8531182521981463,-0.979684438486118,-1.7825746210942115,-6.31232629504624,-4.611963362384055,6.931156358746507,-26.48178831196188,,,,
A606,Cinnamomun camphora,not assigned,140,16.0,0.0082389582618097,-0.3862038517905566,-0.766244380874533,-1.141347314467339,-4.718515802044242,-3.6184677723211647,6.852431189491648,-27.316819778414324,,,,
A607,Cinnamomun camphora,test,140,16.0,-0.0229387676964307,-0.4630841361467742,-1.128278105305963,-1.608738570648641,-5.5743892241281925,-4.030490712152348,6.974146631403009,-26.025793986902563,,,,
A608,Cinnamomun camphora,not assigned,140,16.0,0.0917792554917712,-0.7732262654223092,-1.0990129235778852,-1.7736341952210015,-6.109480589469123,-4.414137038181204,6.928219549157822,-26.512938812376717,,,,
A609,Cinnamomun camphora,val,140,16.0,0.0559302364821211,-0.4342952406581005,-1.2321660181582252,-1.6060967802498458,-4.988124713202994,-3.437233225111332,6.850158423513541,-27.340926822267843,,,,
A610,Cinnamomun camphora,train,140,32.0,-0.1767820096229308,-1.4439288096067708,-1.9339813689752832,-3.520464626047611,-9.911925013673304,-6.624679900097512,6.312254801391743,-33.04642678678813,,,,
A611,Cinnamomun camphora,test,140,32.0,0.0740065000465076,-1.342406067043937,-2.308626974483612,-3.5488084016484125,-9.944414713890064,-6.630925140743351,6.414799713721826,-31.9587412431341,,,,
A612,Cinnamomun camphora,not assigned,140,32.0,0.0655807981619215,-1.454549145213683,-2.19236209335218,-3.551509493379178,-9.546305409212836,-6.215541460881792,6.325284496993951,-32.90822186542534,,,,
A613,Cinnamomun camphora,not assigned,140,32.0,-0.0300456484247568,-1.3972890180446758,-2.0545844832873223,-3.4517929761009447,-9.580595196920246,-6.347919251677249,6.402591138903666,-32.08823660313389,,,,
A614,Cinnamomun camphora,val,140,32.0,0.0362788187702443,-1.3782872816881386,-1.8382732624186808,-3.156162223954531,-9.090719560349756,-6.127965880616041,6.454764361885106,-31.534839470957465,,,,
A615,Cinnamomun camphora,train,140,64.0,-0.0066075016467982,-1.506042804504178,-3.748964374482188,-5.2047777066024405,-15.023117994818127,-10.35742102890721,6.008130629113042,-36.27224714341885,,,,
A616,Cinnamomun camphora,test,140,64.0,0.0214070861478374,-1.954965326114524,-3.714020427112361,-5.576056722571402,-15.348548675630452,-10.349591018822766,6.124489436519701,-35.03803873836745,,,,
A617,Cinnamomun camphora,not assigned,140,64.0,0.0196335235341485,-2.438943869237073,-3.872036442695936,-6.198053399036964,-15.967598710952322,-10.415077368783582,6.214837819870414,-34.079720785481015,,,,
A618,Cinnamomun camphora,not assigned,140,64.0,-0.033066251119454,-2.4993459011725223,-3.7418822801773146,-6.17853896985776,-16.16158275700993,-10.640469331366411,6.2013401639950585,-34.22288932339525,,,,
A619,Cinnamomun camphora,val,140,64.0,-0.0164688479102672,-1.8768460652668029,-3.5142799270812186,-5.34071905650642,-14.580390838945828,-9.760978205565468,6.160945940198204,-34.65134756937373,,,,
A625,Cinnamomun camphora,train,180,0.03125,0.0016552229755161,-0.0791576594283494,-0.3208777559258936,-0.3981483378272381,-1.098985848147156,-0.7036390374518469,8.11564254522771,-13.91803968300574,57.2,8.67,26.82,15.15409185665707
A626,Cinnamomun camphora,val,180,0.03125,0.0197046492780757,-0.0922273493923703,-0.1041232819658268,-0.1766287551597298,-1.13001335245537,-0.955071528246874,7.965987245216965,-15.505421276633,58.07,8.72,28.54,15.006595216770528
A627,Cinnamomun camphora,not assigned,180,0.03125,-0.0033065897913659,-0.1301717277757447,-0.0931195033626522,-0.2264552069702668,-1.0701667061060465,-0.8456264642956903,8.158232259288438,-13.466294050388688,56.72,8.79,27.16,14.879425392131239
A628,Cinnamomun camphora,test,180,0.03125,0.0164961262716796,-0.0454348315665911,-0.1683147485798444,-0.1972132603137722,-1.0155724357161724,-0.819976277352771,8.118292016175516,-13.889936960181377,55.0,8.77,24.45,13.122610258633767
A629,Cinnamomun camphora,not assigned,180,0.03125,-0.003288335705871,-0.1636496544836253,-0.0723439437783991,-0.239174942492976,-1.045050076171634,-0.8078072060993017,8.293911628987825,-12.02715401271349,56.59,9.05,26.3,15.40001948050715
A630,Cinnamomun camphora,train,180,0.0625,0.0164177312731168,-0.1696387385634252,-0.193660177351935,-0.3466117433499989,-1.4036663298865346,-1.0607312054600402,7.975136735304905,-15.408373379527932,53.83,9.72,24.96,19.395324178780818
A631,Cinnamomun camphora,val,180,0.0625,-0.0131503206557952,-0.1638463985780202,-0.1143094669022239,-0.2910548762036777,-1.3905142149101777,-1.102668709754632,7.988502207165586,-15.266606906704949,55.72,8.86,24.18,17.968886999477732
A632,Cinnamomun camphora,not assigned,180,0.0625,-0.0410896040111483,-0.2061916294801198,0.259686298950871,0.0118396402146777,-1.3383207622235138,-1.350000567228136,8.134691332363328,-13.71599074736608,52.45,10.03,25.38,19.65798056769819
A633,Cinnamomun camphora,not assigned,180,0.0625,0.0049438067119123,-0.1295180702221604,-0.0309374033206158,-0.1555182069704325,-1.354570023063529,-1.200919464511454,8.187386146850843,-13.157061136513148,51.76,9.76,23.84,18.416669079939517
A634,Cinnamomun camphora,test,180,0.0625,0.0396907712741834,-0.1264321387283563,0.1565435190983152,0.0695959457499828,-1.5665962358649403,-1.63505425014601,7.977520831987607,-15.383085459946884,51.34,10.25,24.99,19.23232175271618
A635,Cinnamomun camphora,train,180,0.125,0.0443376213344359,-0.1093175809500266,-0.3523681210488205,-0.4171784761638794,-1.8957075628654128,-1.4847230316200994,7.81075869019585,-17.151917932803446,46.3,10.13,19.73,25.478889300752506
A636,Cinnamomun camphora,not assigned,180,0.125,0.0476913153153671,-0.1226117954029155,-0.5034936292642775,-0.5781632294774619,-2.017349106410722,-1.4475551082958522,7.705031957481369,-18.273352786452243,45.73,10.49,20.05,24.350055441415325
A637,Cinnamomun camphora,not assigned,180,0.125,0.0361928733081687,-0.1739647035512378,-0.4937255708701918,-0.6308753203237923,-1.8791491831626428,-1.2561989117472427,7.776394759868391,-17.516413346481283,48.22,10.01,20.62,22.225739582745057
A638,Cinnamomun camphora,test,180,0.125,0.0114861103341032,-0.238305742571719,-0.4537485820356861,-0.6795917181562295,-1.904738233125384,-1.2335294791504816,7.794763513513512,-17.321577470758566,44.82,9.82,19.3,23.80927970351056
A639,Cinnamomun camphora,val,180,0.125,0.0410593280180734,-0.1406602162394523,-0.5199306759098983,-0.6190689473357419,-1.997007850190792,-1.3865224326836405,7.749438260064149,-17.802338747150674,50.01,9.48,21.1,20.69479403135001
A640,Cinnamomun camphora,not assigned,180,0.25,-0.0445279270851726,-0.3871569091692344,-0.6501547987616344,-1.0787706539754554,-2.957528050760631,-1.899245904247018,7.362127022143959,-21.91051754225757,44.03,9.68,17.82,24.518234031022715
A641,Cinnamomun camphora,train,180,0.25,-0.0279611729927003,-0.4208237077394545,-0.8134320575659548,-1.258466740979282,-2.839948110806427,-1.6016374443756929,7.459924454321917,-20.87318813439726,47.0,10.23,20.28,26.088397804388062
A642,Cinnamomun camphora,not assigned,180,0.25,0.0279786634510584,-0.3025149775284116,-0.7531208088311193,-1.0256732228144734,-2.9362348226312367,-1.9303607935802205,7.630559505712757,-19.063276024461864,45.55,10.36,19.53,26.99305280993612
A643,Cinnamomun camphora,test,180,0.25,0.0460217060332646,-0.3769674392388262,-0.5879265091863429,-0.9171241245250312,-3.1272271037729014,-2.230559982963653,7.281906247109034,-22.76141277756036,44.89,10.3,19.15,29.249070070687715
A644,Cinnamomun camphora,val,180,0.25,0.0409672354890352,-0.2184870279360252,-0.8891645988420213,-1.0652172176410764,-2.935000385297064,-1.889914866209609,7.397116176601937,-21.53939042708564,45.17,10.08,18.14,27.20191537373793
A645,Cinnamomun camphora,train,180,0.5,-0.0064607795654595,-0.4411789893606135,-1.2790340734677172,-1.7210384634693994,-4.579042602574893,-2.9080528471428413,7.083252666954581,-24.86851514294733,41.21,9.74,15.6,31.660859116581157
A646,Cinnamomun camphora,val,180,0.5,0.0131810891192197,-0.443032132594119,-1.301384011567834,-1.7256448521294727,-5.333600892277969,-3.671309808871006,6.476086249223578,-31.308679946369598,41.55,10.36,17.29,32.4975906799258
A647,Cinnamomun camphora,not assigned,180,0.5,-0.0313147300109783,-0.522969419828818,-1.173660157872866,-1.7210650484157148,-5.022031778039175,-3.3587734047480664,6.524570344559838,-30.794413091036557,40.38,8.89,14.15,32.11445313250718
A648,Cinnamomun camphora,test,180,0.5,0.0361857636336623,-0.5176108183301974,-1.2371134020618475,-1.7126640291613002,-4.968952619594146,-3.3130296576549583,6.501436263117613,-31.039794411071497,38.65,9.19,13.48,34.44729887814137
A649,Cinnamomun camphora,not assigned,180,0.5,0.0401056204059477,-0.3206368440940068,-1.054481546572938,-1.3322122870840158,-4.397294723734647,-3.1064671740373804,6.786188579017274,-28.01944975926561,41.89,9.35,15.79,30.623164434786943
A650,Cinnamomun camphora,train,180,1.0,0.057384933660802,-0.7376813022114039,-1.7840569248220923,-2.452612752555636,-7.583432157209184,-5.259822481599025,6.222206059598517,-34.0015664660484,40.26,8.73,13.01,33.771437635966876
A651,Cinnamomun camphora,not assigned,180,1.0,0.034583357907776,-0.8114309846676673,-2.011138613861407,-2.772604132356538,-8.377925236734605,-5.765166344688116,6.006309408441421,-36.29156468293704,35.53,7.73,8.49,37.40266969081218
A652,Cinnamomun camphora,test,180,1.0,0.0493239508148788,-0.715617078967766,-1.9859935193895808,-2.639388641054686,-7.802670947967597,-5.303255839137173,6.220350699446457,-34.02124612025857,35.39,7.44,8.65,37.34978714798787
A653,Cinnamomun camphora,not assigned,180,1.0,-0.0264427791542604,-1.0256506334454567,-1.7342830597708372,-2.767762595651532,-7.187210992205031,-4.545250129517055,6.385676156583623,-32.267652444667334,37.73,9.18,12.18,36.41381193997684
A654,Cinnamomun camphora,val,180,1.0,0.0268127661754635,-0.6275014329018853,-2.6787643119464177,-3.2635245493886216,-8.093239354821675,-4.992651203111963,6.196718674601893,-34.27190908545732,45.55,9.29,16.5,27.956133495174182
A655,Cinnamomun camphora,test,180,2.0,0.0427890656993923,-1.2294540026224317,-3.2370773815640685,-4.385815904008879,-12.295249297650424,-8.272238547474224,6.016891854446308,-36.17931753898354,34.92,7.43,9.11,37.928063488662325
A656,Cinnamomun camphora,not assigned,180,2.0,-0.2052196616167771,-1.910234016692725,-2.8112043684902286,-4.862696611441757,-11.84293099841616,-7.337010970834281,6.116525423728823,-35.12251237421425,32.86,7.06,9.75,36.8920668979118
A657,Cinnamomun camphora,not assigned,180,2.0,-0.0676465572673635,-1.8763343500353165,-2.573976489663554,-4.466646490146451,-11.770423968258166,-7.645264412662313,6.107243295150551,-35.22096715699691,33.49,6.86,6.62,41.23015643918902
A658,Cinnamomun camphora,val,180,2.0,-0.0197010343585456,-1.9045356393397463,-2.83028612746618,-4.6996261866312885,-11.948783294968749,-7.60664079086808,6.087922655699283,-35.42589960803505,36.74,9.07,12.54,38.31218344078029
A659,Cinnamomun camphora,train,180,2.0,-0.134871348745223,-1.2710921268211726,-2.796635930692064,-4.161646253040507,-12.04269616694475,-8.223273465978401,6.030840232627041,-36.0313682262398,36.68,8.72,11.76,36.633364573841696
A620,Cinnamomun camphora,val,180,4.0,-0.0115236035504229,-2.8356285991393584,-4.344211182706291,-7.067362003776037,-18.64234409041395,-12.45523890875477,6.4012510656547965,-32.1024506510775,60.82,8.05,26.68,9.999029952950439
A621,Cinnamomun camphora,not assigned,180,4.0,-0.3539547522603968,-3.4026588442824126,-4.512580217989198,-8.086885106385024,-18.344851976835013,-11.16050400677106,6.410615029235547,-32.00312785108036,63.07,7.44,27.18,11.82767094571032
A622,Cinnamomun camphora,not assigned,180,4.0,-0.1159848059112044,-3.074462770435848,-4.701243554746738,-7.737776165329549,-18.649067431850785,-11.826390924712308,6.515042491452319,-30.89547425391267,61.46,7.73,28.01,10.428935707923415
A623,Cinnamomun camphora,train,180,4.0,-0.0132734762801813,-2.6339517686627625,-4.480153240395883,-7.008435884385442,-20.32366857948253,-14.318753342553222,6.3524654894652,-32.61991528929818,60.28,7.91,24.86,10.356804526493674
